Start Time,TTFB,TTLB,Blocks Served,SlotOrder,Aborted?,Aborted at
04/19/2026 11:36:04,00:00:00.0598704,00:02:03.0892394,16384,[BBT01|LB01|PSC01|SLM01],False,
04/19/2026 11:38:22,00:00:00.0550190,00:02:00.3375192,16384,[BBT01|SLM01|PSC01|LB01],False,
04/19/2026 11:40:38,00:00:00.0587307,00:02:00.8762745,16384,[SLM01|PSC01|LB01|BBT01],False,
04/19/2026 11:42:54,00:00:00.0578945,00:01:59.4165491,16384,[PSC01|SLM01|BBT01|LB01],False,
04/19/2026 11:45:09,00:00:00.0574566,00:02:01.5776879,16384,[PSC01|LB01|SLM01|BBT01],False,
04/19/2026 11:47:25,00:00:00.0584705,00:02:02.5955542,16384,[LB01|PSC01|BBT01|SLM01],False,
04/19/2026 11:49:43,00:00:00.0669629,00:02:03.4697109,16384,[BBT01|SLM01|PSC01|LB01],False,
04/19/2026 11:52:03,00:00:00.2720915,00:02:04.3369839,16384,[BBT01|PSC01|SLM01|LB01],False,
04/19/2026 11:54:23,00:00:00.0685531,00:02:03.5209270,16384,[LB01|BBT01|PSC01|SLM01],False,
04/19/2026 11:56:43,00:00:00.2092999,00:02:04.1573062,16384,[BBT01|SLM01|LB01|PSC01],False,
04/19/2026 11:59:02,00:00:00.0714789,00:02:03.4914411,16384,[SLM01|PSC01|LB01|BBT01],False,
04/19/2026 12:01:22,00:00:00.0690014,00:02:03.7776931,16384,[LB01|PSC01|BBT01|SLM01],False,
04/19/2026 12:03:42,00:00:00.0650906,00:02:05.7902442,16384,[BBT01|SLM01|PSC01|LB01],False,
04/19/2026 12:06:03,00:00:00.0706246,00:02:04.3156932,16384,[BBT01|LB01|PSC01|SLM01],False,
04/19/2026 12:08:24,00:00:00.0726336,00:02:05.3492009,16384,[PSC01|SLM01|BBT01|LB01],False,
04/19/2026 12:10:43,00:00:00.0654659,00:02:03.7465725,16384,[BBT01|LB01|SLM01|PSC01],False,
04/19/2026 12:13:03,00:00:00.0600326,00:02:04.7409691,16384,[LB01|BBT01|PSC01|SLM01],False,
04/19/2026 12:15:23,00:00:00.0702706,00:02:03.9696068,16384,[PSC01|LB01|SLM01|BBT01],False,
04/19/2026 12:17:43,00:00:00.0706804,00:02:03.3409449,16384,[LB01|SLM01|PSC01|BBT01],False,
04/19/2026 12:20:03,00:00:00.0689345,00:02:02.1197875,16384,[SLM01|BBT01|PSC01|LB01],False,
04/19/2026 12:22:22,00:00:00.1515061,00:02:05.3650090,16384,[LB01|PSC01|BBT01|SLM01],False,
04/19/2026 12:24:42,00:00:00.0689862,00:02:05.5565761,16384,[PSC01|BBT01|SLM01|LB01],False,
04/19/2026 12:27:02,00:00:00.0616763,00:02:04.1038782,16384,[BBT01|PSC01|SLM01|LB01],False,
04/19/2026 12:29:23,00:00:00.0632277,00:02:05.9285095,16384,[BBT01|PSC01|SLM01|LB01],False,
04/19/2026 12:31:44,00:00:00.1937663,00:02:06.4692032,16384,[PSC01|BBT01|SLM01|LB01],False,
